comment_text,整潔舒適,設施,服務,地點,性價比,其他,整潔舒適情緒,設施情緒,服務情緒,地點情緒,性價比情緒,其他情緒,整體情緒
櫃檯服務的小姐非常親切，入住升等豪華雙人房，加大雙人床房間乾淨舒適，早餐簡單但好吃。,1,0,1,0,0,0,1,0,1,0,0,0,1
櫃檯服務親切，位置非常棒，一出捷運站就到了，乾淨，CP值挺高的，唯一比較差一點點點點點點而已的就是開關門的聲音大一點，但真的很推薦喔,1,1,1,1,1,0,1,3,1,1,1,0,1
櫃檯服務親切，洗衣機24小時很方便，有免費藍光電影對喜歡看電影的人來說超級加分，廁所跟衛浴分開，洗手台在外面的設計十分方便,0,1,1,0,0,0,0,1,1,0,0,0,1
櫃檯服務親切。大廳經理和餐廳經理挺拔帥氣，主動關心旅客。門房周到認真。河景房景觀非常棒。早餐有現在已經少見的現作蛋捲。麵包餐包很好吃。,0,0,1,1,0,0,0,0,1,1,0,0,1
櫃檯服務非常友善，入住多次有習慣的房間，也幫忙留意保留，真的很感人,0,0,1,0,0,0,0,0,1,0,0,0,1
櫃檯服務非常親切，地點很棒再加上旅館乾淨整潔，床很好睡！尤其有免費的洗脫烘衣機可以使用。找不到缺點啊！,1,1,1,1,0,0,1,1,1,1,0,0,1
櫃檯某男性員工態度也太不屑！就算只是一般商旅行旅，但那種服務態度也只是把貴飯店的格調拉低,0,0,1,0,0,0,0,0,3,0,0,0,3
櫃檯沒有跟房客告知會幫忙整理房間，第二天晚上回旅館時發現有被整理過，好險當時沒有把值錢的物品放在房間。,0,0,1,0,0,0,0,0,3,0,0,0,3
櫃檯由一樓換到二樓，動線變得不明，報到櫃檯換成自動化，反而變得不親民，浴室地板設計不良，感覺危險,0,1,1,0,0,0,0,3,3,0,0,0,3
櫃檯男性接待員非常親切有禮貌！好像到了日本，這個男生表現是專業的等級，很棒,0,0,1,0,0,0,0,0,1,0,0,0,1
櫃檯的人員很不熱情，感覺職業倦怠很重，房間內的管路聲音滿大的,0,1,1,0,0,0,0,3,3,0,0,0,3
櫃檯的小姊姊非常親切，地點離捷運站非常近，離百貨公司也很近～交通非常方便,0,0,1,1,0,0,0,0,1,1,0,0,1
櫃檯的接待人員很有禮貌，處理問題速度也很快，房間內住的很舒適,1,0,1,0,0,0,1,0,1,0,0,0,1
櫃檯的服務人員，態度都超好的，這是一次非常棒的住宿經驗，寄放行李很專業，不用擔心行李會不見，交通位置非常便利，還有24小時的櫃檯與咖啡，隔音也相當不錯，沖澡的水量充沛，房間明亮，眼睛不用擔心在暗處看電視，很推薦的住宿，讚,0,1,1,1,0,0,0,1,1,1,0,0,1
櫃檯的服務人員非常親切友善，半夜有問題請求幫忙也都十分熱心幫忙，房間乾淨整潔，離臺北車站很近，非常便利！,1,0,1,1,0,0,1,0,1,1,0,0,1
櫃檯的服務人員服務態度極佳，讓我很想再續住，超讚的，這個服務人員需要讚賞一下,0,0,1,0,0,0,0,0,1,0,0,0,1
櫃檯的服務人員非常親切，房間也很乾淨，還有電影可以看，覺得是臺北CP值最高的飯店,1,1,1,0,1,0,1,1,1,0,1,0,1
櫃檯的服務態度真的非常好，住了3天房間的整理也很到位，絕對是會再去住的好選擇,1,0,1,0,0,0,1,0,1,0,0,0,1
櫃檯的男接待看起來不太開心，當櫃檯辛苦囉。房間的插座超少，有點不便。,0,1,1,0,0,0,0,3,3,0,0,0,3
櫃檯職員在我疑惑健身室感應器不靈光後，親自帶我到該處瞭解開關的情況及處理後，讓我得以入室內進行運動,0,0,1,0,0,0,0,0,1,0,0,0,1
櫃檯與客房服務人員非常親切和善！很貼心！早餐好吃！選擇蠻多樣子的！房間很舒適！下次來台中還會想再住的地方！,1,0,1,0,0,0,1,0,1,0,0,0,1
櫃檯與清潔人員的服務態度很好很親切，床好睡、房間也很乾淨、地點方便，1樓有免費的咖啡跟茶,1,1,1,1,0,0,1,1,1,1,0,0,1
櫃檯親切，處理問題迅速明快。原本的兩人房間有著煙味殘留，她立刻幫我們換了另外一間，變成四人房。早餐也是豐盛好吃，這樣的服務品質，下次來高雄，還是要來住的啦！,0,0,1,0,0,0,0,0,1,0,0,0,1
櫃檯說，早上12點才有退房，才睡到10點，就有房務清潔人員，直接開門進來，貴店連確定退房了沒都沒確認過，打電話去總機反應，櫃檯還只回答：這部份我們會去跟房務部確認，然後再也沒下文，連道歉的感覺都沒有,0,0,1,0,0,0,0,0,3,0,0,0,3
櫃檯都超親切，有任何問題都非常詳盡的解說！且房間非常舒適！對小朋友也親切友善，非常感謝,1,0,1,0,0,0,1,0,1,0,0,0,1
櫃臺人員有點少，要等一陣子；停車場及位置標示沒有很清楚；房間沒有窗戶；衣櫃挺簡陋的,0,1,1,0,0,0,0,3,3,0,0,0,3
櫃臺人員服務態度好，一樓有洗衣哄衣服務也很不錯，還有咖啡及飲品可飲用，非常好,0,1,1,0,0,0,0,1,1,0,0,0,1
櫃臺人員服務態度非常好，早餐選擇種類多。雖然停車費不足，但會幫你付清路邊停車費用。,0,0,1,0,0,0,0,0,1,0,0,0,1
櫃臺人員每一位都超親切，接近晚上12點時，乾衣機滿載，櫃臺小姐主動詢問幫忙，等有空機時再將衣物送烘，讓我可以先休息，雖然忘記您的大名，但您人美心也美的體貼服務，讓我深深感動，感謝,0,0,1,0,0,0,0,0,1,0,0,0,1
櫃臺人員面對客訴處理不當，原本建議我賴群的朋友可以去，但我這個群長後面遇到這樣子，想一想還是將建議撤除了。,0,0,1,0,0,0,0,0,3,0,0,0,3
櫃臺接待人員非常親切有禮，廚房有咖啡點心餅乾，還有宵夜泡麵等。位置非常好靠近北車，CP值很高，我會推薦親友及再次入住。,0,0,1,1,1,0,0,0,1,1,1,0,1
櫃臺服務人員態度很好，我冰箱裡東西忘記拿也幫我留著，離車站很近，樓下就是全家、7-11，很方便,0,0,1,1,0,0,0,0,1,1,0,0,1
櫃臺服務人員非常好，地點好，早餐的熱食供應（炒青菜類）很好吃，廚師很會煮,0,0,1,1,0,0,0,0,1,1,0,0,1
櫃臺服務親切，住宿有好的歸屬感、安全感，免費提供零食、咖啡、泡麵，房間舒適、整潔乾淨、適合沈澱自己混雜的心靈,1,0,1,0,0,1,1,0,1,0,0,1,1
櫃臺與服務人員態度非常親切，預定後傳訊息詢問，以非常快的速度回覆，也明白解決詢問的問題。,0,0,1,0,0,0,0,0,1,0,0,0,1
櫃臺與服務人員親切，環境整潔，入住過不同地點的店，品質都非常不錯！,0,0,1,0,0,1,0,0,1,0,0,1,1
櫃臺親切有禮，入住與退房作業迅速，注重隱私。房間整潔，燈光舒適。洗浴熱水充足，沐浴用備品芳香舒服。,1,1,1,0,0,0,1,1,1,0,0,0,1
沒早餐，房小又動線差，隔壁房間小孩講話都聽到了，還有十點多在鑽工程，讓我嚇壞了吧！,0,1,1,0,0,1,0,3,3,0,0,3,3
疫情期間入口處雖有酒精供客人自動噴手消毒，但不見得每位進入用餐的客人都會噴用，建議有專人幫每位噴手消毒，畢竟取餐時都共同使用同一支用具取用！,0,0,1,0,0,0,0,0,2,0,0,0,2
正好在兩個捷運站的中間距離，雖不算遠，行李如果較多會有點不便，到達後要到辦理入住櫃檯的動線希望能再清楚,0,0,1,1,0,0,0,0,2,1,0,0,2
正對於愛河畔地理位置佳，服務人員親切，房間整潔，性價比高，設備尚可,1,1,1,1,1,0,1,2,1,1,1,0,1
此入住有攜帶小孩，飯店人員十分熱心欲提供澡盆與協助搬運嬰兒床，雖然卡住進不去，服務非常棒，房間環境也很乾淨，孩子也沒過敏,1,1,1,0,0,0,1,1,1,0,0,0,1
此商旅之服務櫃檯位於五樓，與該大廈其他用戶共用升降機，進出時要等候多輪,0,1,0,1,0,0,0,3,0,3,0,0,3
此次住宿有遇到客人誤觸火災警報系統，造成我們要退房時很慌亂，希望之後可以加強注意這些部分,0,0,1,0,0,1,0,0,3,0,0,3,3
此次住宿為了慶生，接待人員態度很好，還幫忙協助，覺得非常用心,0,0,1,0,0,0,0,0,1,0,0,0,1
此次住房房型偏舊、內景房異味很重，與之前入住同樣內景房相比之下這次的感受較不理想。,1,1,0,0,0,0,3,3,0,0,0,0,3
此次入住為參加考試，服務人員還特別準備祝福小卡與禮物，讓人很驚喜，讓此次考試心情很愉悅，感覺有被祝福，感謝所有服務人員，房間乾淨明亮，地點很優，食衣住行都很方便,1,1,1,1,0,0,1,1,1,1,0,0,1
此次入住的房型，牆壁壁紙可能因為是老飯店了，所以壁紙上原有的纖維已經都跑出來，目視可限毛茸茸的東西怪可怕的，但因為是壁紙而不是發黴，所以想說就算了，除了毛毛的壁紙基本上房間是都整理得還不錯，很乾淨,1,1,0,0,0,0,1,3,0,0,0,0,1
此次入住碰上學生營隊活動，沒想到幫我們房間安排與包層的營隊一起。營隊活動持續到晚上10點多，早上6。7點就又開始吵鬧，嚴重影響入住品質，覺得飯店不應將散客與團體客這樣安排，很缺乏好的判?力，，讓初次入住印象極差。另建議房內提供行李架，方便住客整理行李，謝謝。,0,1,1,0,0,1,0,2,3,0,0,3,3
此次是第一次入住時尚雙人套房3天，服務人員態度親切，房間設備齊全有喜歡的書桌椅和冰箱，在11樓有免費的洗衣機和烘衣機及健身器材，每層樓都有開飲機，在商務中心有公用的微波爐，周遭環境交通便利餐飲方便，有每日的清潔服務，房間都整理得很乾淨，會讓人想再度入住。,1,1,1,1,0,0,1,1,1,1,0,0,1
由單人房升等為兩人房之後，又因雙人房冷氣維修被升等成四人房，喜歡的是房間書桌有抽屜和靠背椅子/日常看的有線電視，服務人員親切，有每日清潔服務，房間都打掃得很乾淨，在三樓有免費的洗衣機跟烘衣機，在五樓大廳有飲水機和微波爐，旅店附近飲食多元交通便利，是旅遊住宿的好選擇。,1,1,1,1,0,0,1,1,1,1,0,0,1
服務人員態度親切，房間設備齊全有喜歡的書桌椅、冰箱、衣櫥，有免費的洗衣機和烘衣機，有公用的開飲機和微波爐，周遭環境交通便利飲食選擇多元性，是臺北旅遊住宿的好選擇。,0,1,1,1,0,0,0,1,1,1,0,0,1
此次為慶祝老爸生日，安排帶爸媽一起出遊，因為我們坐高鐵下去沒開車，怕老人家不方便走太多路，於是預約了飯店的免費接駁。從接駁人員到月臺迎接我們的那一刻起，整個三天二夜的行程都能深刻感受到飯店親切熱情的服務，不論是一樓迎賓，餐廳酒吧服務人員，房間清掃人員以及櫃台接待，每一位都能感受到服務人員的熱忱，房內的設施，備品，空間也都無可挑剔，早餐雖然種類不多，卻都很精緻美味，整體就是滿意舒服。,0,1,1,0,0,1,0,1,1,0,0,1,1
交通方面走個三五分鐘就有捷運，去瑞豐夜市也算方便，連一向挑剔的爸媽，都讚不絕口，直說下次要再來住，這是一家值得推薦的好飯店。,0,0,0,1,0,0,0,0,0,1,0,0,1
此次遇到的櫃台服務人員是一位大姐，態度上稍微比較沒那麼和藹，還有在晚上11點半還接到櫃台電話詢問事情，當時正在睡覺，覺得有點被打擾了。,0,0,1,0,0,0,0,0,3,0,0,0,3
此行跟朋友出遊，房間廁所是透明玻璃且沒有鎖，難免有點尷尬且不便，這是房間介紹頁面沒有拍攝出來的，也不知道是不是所有房間都是如此，建議朋友出遊有特殊需求的可以備註詢問一下,0,1,1,0,0,0,0,3,3,0,0,0,3
此趟旅程服務人員非常親切，介紹飯店內設施以及可以使用的東西，也都面帶微笑讓人覺得很舒服，附近有西門捷運站走路大10分鐘，交通上也非常便利，下次去臺北會考慮在選擇路境！,0,0,1,1,0,0,0,0,1,1,0,0,1
步行10分鐘內即可到達捷運站，餐飲商圈及購物商圈，非常便利！,0,0,0,1,0,0,0,0,0,1,0,0,1
步行到市議會站有10分鐘的距離，但門口有租的單車可踏過去，還算方便,0,0,0,1,0,0,0,0,0,1,0,0,1
步行到捷運比較遠一點點，但如果不趕時間當作散步也還好，十多分鐘散步一點也不算遠,0,0,0,1,0,0,0,0,0,1,0,0,1
步行到車站10分鐘，到六合夜市大概15分鐘，很方便。中式早餐，一般吧。前臺很熱情。客房比較安靜,0,0,1,1,0,0,0,0,2,1,0,0,2
母親節當天還送小卡片，非常貼心！外面有肯德基及麥當勞，甚至不搭捷運公車就在旁邊，非常方便。價格不貴，是未來住宿的口袋名單！,0,0,1,1,1,0,0,0,1,1,1,0,1
每一位服務人員都非常有禮貌，讓人感覺賓至如歸，館內軟硬體都非常棒,0,1,1,0,0,0,0,1,1,0,0,0,1
每一個燈都要自己按，床頭沒有燈按鍵，有點麻煩。早餐很多種，但熟食很少,0,1,1,0,0,0,0,3,3,0,0,0,3
每一層樓的房間非常多，似迷宮。辦理入住後，房客一定要先搞清楚出入口與逃生方向。辦理入住時，沒有環境介紹。飲水機看起來只有在5樓的櫃臺。,0,1,1,0,0,0,0,3,3,0,0,0,3
每位櫃檯服務人員態度優良！連清潔人員也和藹可親，打掃很用心！飯店環境舒適，乾淨，舒服,1,0,1,0,0,0,1,0,1,0,0,0,1
每個員工態度親切，房間乾淨整潔，一定要給五顆星加一個大大的讚啦！,1,0,1,0,0,0,1,0,1,0,0,0,1
每個時段都有點心吧，員工親切的態度，設計旅店文青的裝置藝術～感謝比歐緻居帶給旅客完美體驗，是近五年住宿的前三名飯店不為過，從入住的親切介紹到房間貼心的備品、精緻的點心等，為高雄之旅畫下一個完美句點。（有機會來高雄一定會再選擇這間飯店）,0,1,1,0,0,0,0,1,1,0,0,0,1
每個服務人員都好熱情，早餐超級好吃，這樣的價位CP值超高的！進房床上打掃人員留下的小禮物暖暖的！超棒,0,0,1,0,1,0,0,0,1,0,1,0,1
每個服務員的應對都非常的客氣服務都非常都周到！真的被當成貴賓的感覺！而且男的帥女的美！真的是很美好的住宿體驗,0,0,1,0,0,0,0,0,1,0,0,0,1
空調也許是因為中央空調，不管怎麼調高溫度，或是關掉，整個來說還是很冷;浴室可能因為管路的關係，別房的沖水聲很明顯;房間門口隔音不好，在走廊的聲響都很明顯。,0,1,0,0,0,0,0,3,0,0,0,0,3
每天早餐差不多都一樣，吃到3天就不想再吃了，希望能多換點新的東西，謝謝,0,0,1,0,0,0,0,0,3,0,0,0,3
每天早餐都有中式的擔仔麵，滷肉飯，稀飯，四種不同的醬菜，小饅頭，甜包子，涼麵，幾種不同的熱炒青菜。西式的有薯條，熱狗和洋蔥圈。外加吐司麵包。擔仔麵是我的最愛，住了七天，每天早餐都一定要有它！,0,0,1,0,0,0,0,0,1,0,0,0,1
每天會來打掃整潔，浴室乾濕分離，可惜不能上鎖，若非家人情侶住宿會有點尷尬不便,0,1,1,0,0,0,0,3,1,0,0,0,3
每天的早餐都很用心準備，住了8天，每天菜色都有變化，大推，房間簡單乾淨，這次訂房，謝謝安排景觀很棒的房型，視野很棒,1,0,1,1,0,0,1,0,1,1,0,0,1
每天都打掃很乾淨，地點超級棒出入很方便，員工很友好，大堂有免費的咖啡,1,0,1,1,0,0,1,0,1,1,0,0,1
每天都有清潔。以房型來看，價位上很經濟實惠。之後如果有北上應該會回住。,1,0,0,0,1,0,1,0,0,0,1,0,1
每層樓都不一樣的主體設計，有各種旅遊資訊取閱，有個發票收集箱。,0,1,0,0,0,0,0,1,0,0,0,0,1
每層房間都有不同主題佈置， 酒店相當新淨， 鄰近台中火車站， 員工態度良好,1,1,1,1,0,0,1,1,1,1,0,0,1
每層樓都有不同的設計，很有巧思，房間乾淨，房內不是地毯。早餐是套餐式，有多種選擇，餐廳視野很好。有停車位，但不多，機械式的大概11位，會有專屬的遙控器。這次停車剛好遇到機械設備問題，飯店也貼心請我們繼續行程並全額補助交通費用。,1,1,1,1,0,0,1,1,1,1,0,0,1
每層每房間都別有用心的設計彩繪設計房，員工服務委優秀，房間不大但很整潔及舒適。,1,1,1,0,0,0,1,1,1,0,0,0,1
每層的房間太多，住客較多，每天花在等候電梯上落的時間不少。4人家庭房及雙人房的空間很小。浴室淋浴位置沒有擋水，沐浴後地板都濕了，浴室設計可以好一點。,0,1,0,0,0,0,0,3,0,0,0,0,3
每房只有二個茶包，一樓有提供的咖啡和茶，但不太好喝；洗澡的地方有看到頭髮，但好險床是很乾淨的,1,0,1,0,0,0,3,0,3,0,0,0,3
每次住房都期待著不同的主題，雖有可能只是普通房型，但每次一樣的熱誠服務與整潔，讓我現在沒錯到台中都首選新驛。而且不會因為你是app訂房就不會跟你再次核對資料喔~~,1,0,1,0,0,0,1,0,1,0,0,0,1
每次來臺北必住，CP值超級高，房間也非常乾淨，但似乎每個房間都長一模一樣，還是想要有點新鮮感,1,0,0,0,1,0,1,0,0,0,1,0,1
每次來西門町必住，會貼心提醒房型問題，讓客人依需求抉擇，房間總是很乾淨舒適，一直保有連鎖品牌旅店的品質,1,0,1,0,0,0,1,0,1,0,0,0,1
每次來都感受到非常貼心的服務，很謝謝這兩次服務人員的噓寒問暖,0,0,1,0,0,0,0,0,1,0,0,0,1
每次入住都有特別的地方小變化，入住過4-5次了。這次服務人員比照日本一樣，都會90度鞠躬！可以推薦給大家同等價位不妨來走走看！,0,0,1,0,0,0,0,0,1,0,0,0,1
每次到台中到首選下榻處，很像回到家一樣 ，舒適度、整潔度、服務親切都很好,1,0,1,0,0,0,1,0,1,0,0,0,1
每次去到台中都會選擇新驛，地理位置方便，房間很乾淨又舒適，員工也都待人親切。特別喜歡新驛的早餐，中西式都有，口味上也都還不錯，總而言之就是CP值非常高！！,1,0,1,1,1,0,1,0,1,1,1,0,1
每次去台中都只住新驛，老公也是在那裡跟我求婚的，結婚懷孕也是住那裡，連小孩出生了，也是住那裡，沒辦法，新譯給我的感覺太美好，（這絕對不是葉配）,0,0,0,0,0,1,0,0,0,0,0,1,1
每次去臺北都住這一家，但這一次住卻有不一樣的感覺；房間的牆都佈滿灰塵，連燈制邊、床頭、床邊（床是靠牆的）都是灰塵，而且都是一條一條的，滿牆都是，令人看到都感到噁心，感覺很不乾淨～,1,0,0,0,0,0,3,0,0,0,0,0,3
每次去都非常滿意，這次零食櫃可以開放使用了，非常棒！性價比相當好應有盡有，服務人員都很客氣！,0,0,1,0,1,0,0,0,1,0,1,0,1
每次收拾房間之後總有東西沒有補給，如拖鞋，梳，毛巾，還有床單及被單都沒有更換，洗澡用的蓮蓬破舊，已經被界傷了,0,1,1,0,0,0,0,3,3,0,0,0,3
每次離開房間，回來後服務人員都會把房間整理得很乾淨！，還有交誼廳有免費的泡麵跟喝到飽的飲料，還有很甜又香濃的熱奶茶！,1,0,1,0,0,0,1,0,1,0,0,0,1
每間房間獨立網路，房間網路壞了，隔日立上派人修理好。酒店在來往機場巴士站附近，很方便,0,0,1,1,0,0,0,0,1,1,0,0,1
每項用品都精心設計小標語，真的很可愛！內部設計新穎，浴室浴缸很深頗大！有完整的第四台，離臺北車站走路約10分鐘，是個價位不高但設計感十足的溫馨旅店。,0,1,1,1,1,0,0,1,1,1,1,0,1
比想像中小了一點，行李箱打開就沒什麼空間了，反而浴室好大哈哈哈，隔音稍微差了一點點,0,1,0,0,0,0,0,3,0,0,0,0,3
比想像中殘舊，隔音很差，常覺得有人在開我的房門，早餐種類少，味道一般，盤子經常沒有！房間同走廊燈光不是很久！,0,1,1,0,0,0,0,3,3,0,0,0,3
比較不方便的就是住3樓，要先搭電梯到5樓，然後再走一小段搭內部的電梯到3樓，因為疫情的關係出入口有控管,0,0,0,0,0,1,0,0,0,0,0,3,3
比較困擾的是床不是獨立筒，動一下整張床都會晃，而且支撐力不好腰痠背痛,0,1,0,0,0,0,0,3,0,0,0,0,3
畢竟在交通中心的附近，臨街的房間有點吵，對睡眠環境有要求的人慎選。,0,0,0,1,0,1,0,0,0,3,0,3,3
毛巾、床單個人覺得太粗 ，另外餐廳素食只能提供炒飯炒麵，而附近又沒有其他餐飲 對於素食的賓客可能得考慮其他飯店了。,0,1,1,1,0,0,0,3,3,3,0,0,3
毛巾和棉被棉絮很多，洗手臺上的排水孔要手動將它抬起才可以把水排出。,0,1,0,0,0,0,0,3,0,0,0,0,3
毛巾非常乾淨，房間也很乾淨，空調也很安靜，空氣也非常清淨，整間就是靜淨，很棒的房務人員，服務人員也都非常優，電梯不需要等待很久，停車平面，很適合帶小孩，超推薦，改天還要再住,1,1,1,0,0,0,1,1,1,0,0,0,1
毫無隔音可言??之前看評論已有心理準備。沒想到房間與房間之間根本毫無隔音！！隔壁的門鈴響，第一次聽起來像在按我的門鈴，左右2間何時洗澡何時洗完都知道，更不用?左右2邊的交談聲更似毫無中間那道牆！最後一晚更是陪著聽隔壁的年輕情侶的嬉鬧聲到淩晨三點或更晚??,0,1,0,0,0,0,0,3,0,0,0,0,3
水壓強到有些離譜，洗澡很舒壓；樓上有大片用餐空間，可以悠閒吃東西餵鴿子；樓下早餐店跟便利店近在咫尺，離車站也不遠。,0,1,0,1,0,0,0,1,0,1,0,0,1
水壓很夠大，空間剛好很舒適，有冰箱和防潮箱，地點絕佳，乾濕分離，咖啡和麵包24hr免費，有健身房和公用電腦，CP值高，以平日這個價錢而言下次會想再來,1,1,1,1,1,0,1,1,1,1,1,0,1
水壓很強 、停車方便、 服務人員親切友善、環境與房間乾淨、設備健全且處處感受到旅館的貼心、周邊機能很好、早餐品項雖少但該有的都有！,1,1,1,1,0,0,1,1,1,1,0,0,1
水壓很強，熱水也很穩定，洗起來很舒服，這次是第二次入住，兩次都很滿意，會推薦給朋友,0,1,0,0,0,0,0,1,0,0,0,0,1
水壓很強很舒服，床硬度夠很好躺，冷氣也很強，該有都有，頂樓有戶外花園區，人多去玩可以晚上上去吃宵夜喝小酒聊天，這個價格性價比高，櫃檯人員親切，電梯很多個不塞車，地方小難找,1,1,1,1,1,0,1,1,1,3,1,0,1
水忽冷忽熱、忽大忽小，當天有打電話反應，櫃檯表示要請房務人員上來查看，但等了許久並沒有房務人員上來查看。,0,1,1,0,0,0,0,3,3,0,0,0,3
水柱很大卻不刺，熱水來的也快，出去玩一整天回到飯店洗個舒服的熱水澡是我最幸福的事了！,0,1,0,0,0,0,0,1,0,0,0,0,1
水溫忽冷忽熱蠻嚴重的，洗澡洗得有點辛苦。隔音應該不太好，運氣不好遇到隔壁有小孩，一直哭鬧，聽得蠻清楚。服務人員有協助換房，只是換房後無窗，連續住三晚無窗房有點遺憾。,0,1,1,0,0,0,0,3,2,0,0,0,3
水溫冷熱不好調，蓮蓬頭的水很小，還會因為沖馬桶或洗手台開水使用，蓮蓬頭的水忽大忽小，水溫也會受影響,0,1,0,0,0,0,0,3,0,0,0,0,3
水管使用的管線聲音，夜深人靜其他房客洗澡使用更明顯??有工程改善的空間！,0,1,0,0,0,0,0,3,0,0,0,0,3
水量夠大，晚上很安靜，不過只要周邊大聲說話，還是聽得到，當然，這是顧客的問題,0,1,0,0,0,1,0,1,0,0,0,3,1
水電設施不甚理想，雙人房空間極度狹狹窄，員工熱情度不足，住三次，一次比一次差。,0,1,1,0,0,0,0,3,3,0,0,0,3
水龍頭操作比較不方便，電視有點小，雖然是10樓但晚上還是有蚊子。,1,1,0,0,0,0,3,3,0,0,0,0,3
水龍頭無法關水冷熱失控，不過迅速為我們升等，本來沮喪的心情平復了，雖然混亂又麻煩，但來現場處理的女性服務員非常客氣，大加分。覺得她很為公司著想，該加薪,0,1,1,0,0,0,0,3,1,0,0,0,1
水龍頭開關真的需要一個防滑裝置，搓完肥皂/沐浴乳/洗髮精後死都打不開水龍頭，最後還是用兩手轉了至少三分鐘才開的，是在哈嘍？！,0,1,0,0,0,0,0,3,0,0,0,0,3
汽車車格夠多，機車車位相對少，對於騎車旅遊的旅客，可能要有停到路邊停車格的準備。電視台不是每台都有，且沒有支援看網路媒體（如：youtube）功能。,0,1,0,0,0,0,0,3,0,0,0,0,3
沐浴乳、洗髮精蓋子是用旋轉的比較不方便，可改成開蓋式的較方便。（都是沐浴膠難起泡），或者吸附牆上擠壓式的更好。,0,1,0,0,0,0,0,3,0,0,0,0,3
沐浴品很高級，是法國品牌！餐廳很美！早餐套餐式好吃，份量足夠！，雖說一樓有點小，但二樓大廳、頂樓餐廳和房間的裝潢設計都非常好，也很乾淨舒適！包括連房內馬桶沖水按鈕都別出心裁，冰箱附黃瓜敷臉用覺得新奇,1,1,1,0,0,0,1,1,1,0,0,0,1
沐浴是水很強。提供免費咖啡茶飲，可自己取用。電梯數夠，上下樓不用等太久,0,1,1,0,0,0,0,1,1,0,0,0,1
沐浴時衣架太高(我不高)，(我住的是六人房)之前可以借小椅子，不過上次就不行，對我來說洗澡來說，是一件很辛苦，但又不能不做的事！~,0,1,0,0,0,0,0,3,0,0,0,0,3
沐浴用品可以再好一些，洗髮乳用了髮質會變很乾澀 ，如果介意的人建議要自備,0,1,0,0,0,0,0,3,0,0,0,0,3
沐浴跟洗髮精很讚除了很香對髮質也很好，老闆說因為平日人不多還幫我們升級成四人房，讓我跟我弟一人一張大床超舒服,1,1,1,0,0,0,1,1,1,0,0,0,1
沒什麼好說的！去體驗就知道，這裡所有人員的服務都是無可挑剔的好！,0,0,1,0,0,0,0,0,1,0,0,0,1
沒停車場，極差櫃台服務態度。沒有歡迎客戶的熱情。爛透。不會再二次入住的地方。,0,1,1,0,0,0,0,3,3,0,0,0,3
沒停車位附近也不好停就算了，服務態度覺得差，很冷淡又不貼心，沒車位只會回答前面沒車位就是沒車位了。。。。,0,1,1,1,0,0,0,3,3,3,0,0,3
硬要說的話，就是房間的枕頭太硬了一點點，但填寫了意見回饋卡，當晚也立馬收到回信，真的是很棒～,0,1,1,0,0,0,0,3,1,0,0,0,1
沒有不喜歡，只是房務人員在整理房間時要多用點心，尤其是冰箱內也要看看。,0,0,1,0,0,0,0,0,3,0,0,0,3
沒有不滿意，如果是搭乘大眾運輸的房客可能會覺得稍不方便，飯店位置距離最近的捷運站（市議會）走路要10分鐘以上，便利商店走路大概也需要7-8分鐘。,0,0,0,1,0,0,0,0,0,3,0,0,3
沒有不滿意。給從後站走過來的旅客建議：從高雄新五分埔商圈(一整路都是賣衣服的店，順著掛雨傘裝飾的路走)走比較好走，也比較快，外面人行道騎樓超爛的，騎樓也忽上忽下。還會一直曬太陽。,0,0,0,0,0,1,0,0,0,0,0,2,2
沒有不滿意的。硬要說的話是早上洗澡時熱水等比較久，但因為其他地方都很滿意，覺得這點其實不礙事,0,1,0,0,0,1,0,3,0,0,0,1,1
沒有人家說的黴味之類的怪味！房間乾淨，一切都蠻不錯的，下次會再入住！,1,0,0,0,0,1,1,0,0,0,0,1,1
沒有什麼不好，但是除夕的年夜飯有點差，第二輪熱食部東西冷水果的葡萄最後也沒補，龍蝦不夠新鮮也不燙，當然這麼大型的自助晚餐是很難周到的。,0,0,1,0,0,0,0,0,3,0,0,0,3
沒有值得喜歡的地方，沐浴乳跟洗髮乳很臭還都是一樣的。備品也不怎樣。地毯也很髒，有白屑。氣到只想趕快離開。說要幫我升等都不屑理會。,1,1,1,0,0,0,3,3,3,0,0,0,3
沒有停車位，出去回來沒位子，還要另找停車場，還要付停車費…,0,1,0,0,0,0,0,3,0,0,0,0,3
沒有停車位，繞了好遠好遠；客服態度不錯，房間也舒服，可惜隔壁說話隔音太差每句話都很響亮，希望能改善房間隔音，謝謝！,1,1,1,0,0,0,1,3,1,0,0,0,1
早餐因為防疫期間是一份一份提供，但有點冷掉，吐司很乾燥;有點可惜,0,0,1,0,0,0,0,0,3,0,0,0,3
沒有停車場，也沒有提供特約停車場，讓開車住宿客人自己找車位，很困擾。,0,1,0,0,0,0,0,3,0,0,0,0,3
沒有停車場，客人需要自行周邊的付費停車場。訂房時，我支付的是4位成人的住宿(含早餐)的費用，結果早上至餐廳用餐時竟說我們訂的只是2人房，所以只能提供2份早餐，另外2個房客還需額外自費早餐，旅遊的興致一早就被破壞，不知道是訂房平臺的問題還是飯店本身的問題?,0,1,1,0,0,0,0,3,3,0,0,0,3
